2026-2027学年第1学期工作安排表,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
新课程序号,课程名称,周学时,负责人,授课教师,教师工号,教师职称,课程性质,授课语言,校区,听课专业,选课人数,起始周,结束周,排课信息
职业技术教育学院,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
PSE230301,数学物理方法,4,刘要稳(),刘要稳,04197,,专业基础课,中文,四平路校区,"2025(应用物理学(强基计划) 09005),2025(应用物理学 12464),2025(测绘工程(应用物理学双学士学位) 57001),2025(基础学科拔尖基地(物理学) 58004),2025(光电信息科学与工程(应用物理学双学士学位) 58006),2025(应用物理学(严济慈物理学英才班) 58014)",0,1,16,刘要稳(04197) 星期一1-2节 [1-16] 瑞安楼阶1 刘要稳(04197) 星期四3-4节 [1-16] 瑞安楼阶1
PSE230303,数学物理方法,4,贾晓玲(),贾晓玲,05033,,专业必修课,中文,嘉定校区,2025(微电子科学与工程(应用物理学双学士学位) 10078),0,1,16,贾晓玲(05033) 星期三7-8节 [1-16] 安楼A114 贾晓玲(05033) 星期五1-2节 [1-16] 安楼A114
PSE340101,量子力学,4,时钟(),时钟,10117,,专业必修课,中文,四平路校区,"2024(应用物理学(强基计划) 09005),2024(应用物理学 12464),2024(测绘工程(应用物理学双学士学位) 57001),2024(基础学科拔尖基地(物理学) 58004),2024(光电信息科学与工程(应用物理学双学士学位) 58006),2025(应用物理学(二学位) 58005)",0,1,16,时钟(10117) 星期一3-4节 [1-16] 衷和楼205 时钟(10117) 星期二1-2节 [1-16] 衷和楼205
PSE340102,量子力学,4,贾晓玲(),贾晓玲,05033,,专业必修课,中文,嘉定校区,2024(微电子科学与工程(应用物理学双学士学位) 10078),0,1,16,贾晓玲(05033) 星期三3-4节 [1-16] 安楼A105 贾晓玲(05033) 星期五7-8节 [1-16] 安楼A105
,发光材料,3,刘波(),刘波,06150,,专业选修课,中文,四平路校区,"2023(应用物理学(强基计划) 09005),2023(应用物理学 12464),2023(测绘工程(应用物理学双学士学位) 57001),2023(基础学科拔尖基地(物理学) 58004),2023(光电信息科学与工程(应用物理学双学士学位) 58006)",0,1,16,刘波(06150) 星期一1-2节 [1-16] 南210 刘波(06150) 星期四5-6节 [2-16双] 南210
PSE000101,物理现象探索,2,赵敏(),"丁涛,张增海,赵敏","11136,24666552,99106",",null,",科学探索与生命关怀,中文,四平路校区,,0,1,12,"赵敏(99106) 星期五7-8节 [1-4] 南216 丁涛(11136),张增海(24666552),赵敏(99106) 星期五7-8节 [5-12] 瑞安楼305-311室、407-411室"
PSE000102,物理现象探索,2,赵敏(),"丁涛,张增海,赵敏","11136,24666552,99106",",null,",科学探索与生命关怀,中文,嘉定校区,,0,1,12,"丁涛(11136),张增海(24666552),赵敏(99106) 星期四7-8节 [5-12] 博楼B217 赵敏(99106) 星期四7-8节 [1-4] 博楼B217"
PSE450301,固体物理实验方法,2,包志豪(教授),"张晓青,包志豪","05032,09065",",",专业选修课,中文,四平路校区,"2023(应用物理学(强基计划) 09005),2023(应用物理学 12464),2023(测绘工程(应用物理学双学士学位) 57001),2023(基础学科拔尖基地(物理学) 58004),2023(光电信息科学与工程(应用物理学双学士学位) 58006),2025(应用物理学(二学位) 58005)",0,1,16,包志豪(09065) 星期四9-10节 [1-8] 南313 张晓青(05032) 星期四9-10节 [9-16] 南313
PSE340701,现代光电探测技术,3,马彬(),"马彬,黄迪","11066,22521",",",专业必修课,中文,四平路校区,"2023(测绘工程(应用物理学双学士学位) 57001),2024(光电信息科学与工程(精英班) 09046),2024(光电信息科学与工程 12474),2024(光电信息科学与工程(应用物理学双学士学位) 58006)",0,1,16,马彬(11066) 星期四3-4节 [1-12] 北420 黄迪(22521) 星期四3-4节 [13-16] 北420 黄迪(22521) 星期五1-2节 [14-16双] 北420 马彬(11066) 星期五1-2节 [2-12双] 北420
PSE240102,理论力学,4,羊亚平(),羊亚平,94069,,专业必修课,中文,四平路校区,"2025(地质工程(应用物理学双学士学位) 03077),2025(应用物理学(强基计划) 09005),2025(应用物理学 12464),2025(测绘工程(应用物理学双学士学位) 57001),2025(基础学科拔尖基地(物理学) 58004),2025(光电信息科学与工程(应用物理学双学士学位) 58006),2025(应用物理学(严济慈物理学英才班) 58014)",0,1,16,羊亚平(94069) 星期二1-2节 [1-16] 瑞安楼阶1 羊亚平(94069) 星期四9-10节 [1-16] 瑞安楼阶1
PSE240103,理论力学,4,许静平(),许静平,09085,,专业必修课,中文,嘉定校区,2025(微电子科学与工程(应用物理学双学士学位) 10078),0,1,16,许静平(09085) 星期三9-10节 [1-16] 诚楼C401 许静平(09085) 星期四3-4节 [1-16] 诚楼C401
PSE450401,高等固体物理,3,江海涛(),江海涛,05138,,专业选修课,中文,四平路校区,"2023(应用物理学(强基计划) 09005),2023(应用物理学 12464),2023(测绘工程(应用物理学双学士学位) 57001),2023(基础学科拔尖基地(物理学) 58004),2023(光电信息科学与工程(应用物理学双学士学位) 58006),2025(应用物理学(二学位) 58005)",0,1,16,江海涛(05138) 星期二3-4节 [2-16双] 北121 江海涛(05138) 星期三7-8节 [1-16] 北121
PSE450201,材料物理,3,王晓栋(),王晓栋,14035,,专业选修课,中文,四平路校区,"2023(应用物理学(强基计划) 09005),2023(应用物理学 12464),2023(测绘工程(应用物理学双学士学位) 57001),2023(基础学科拔尖基地(物理学) 58004),2023(光电信息科学与工程(应用物理学双学士学位) 58006),2025(应用物理学(二学位) 58005)",0,1,16,王晓栋(14035) 星期三9-11节 [1-16] 北410
PSE450101,超声概论,3,程茜(),程茜,06108,,专业选修课,中文,四平路校区,"2023(应用物理学(强基计划) 09005),2023(应用物理学 12464),2023(基础学科拔尖班(海洋) 31005),2023(海洋科学 31006),2023(地球物理学 31024),2023(测绘工程(应用物理学双学士学位) 57001),2023(基础学科拔尖基地(物理学) 58004),2025(应用物理学(二学位) 58005)",0,1,16,程茜(06108) 星期三7-8节 [1-16] 北119 程茜(06108) 星期五1-2节 [1-15单] 北119
PSE450901,噪声控制概论,3,莫方朔(),莫方朔,04039,,专业选修课,中文,四平路校区,"2023(应用物理学(强基计划) 09005),2023(应用物理学 12464),2023(基础学科拔尖基地(物理学) 58004)",0,1,16,莫方朔(04039) 星期三9-11节 [1-16] 南216
PSE451001,电声技术,2,王旭(),王旭,13122,,专业选修课,中文,四平路校区,"2023(应用物理学(强基计划) 09005),2023(应用物理学 12464),2023(基础学科拔尖基地(物理学) 58004),2025(应用物理学(二学位) 58005)",0,1,16,王旭(13122) 星期三3-4节 [1-16] 北211
PSE000901,音响技术,2,刘海生(),刘海生,04051,,工程能力与创新思维,中文,四平路校区,,0,1,12,刘海生(04051) 星期四7-8节 [1-12] 北216
PSE000902,音响技术,2,,刘海生,04051,,工程能力与创新思维,中文,嘉定校区,,0,1,12,刘海生(04051) 星期六1-2节 [1-12] 不排教室
,汽车声学,2,李勇(),李勇,16533,,专业选修课,中文,四平路校区,"2023(应用物理学(强基计划) 09005),2023(应用物理学 12464),2023(基础学科拔尖基地(物理学) 58004)",0,1,16,李勇(16533) 星期四7-8节 [1-16] 北211
PSE350701,广义相对论与宇宙学,2,章颖理(),章颖理,20528,null,专业选修课,中文,四平路校区,2023(测绘工程(应用物理学双学士学位) 57001),0,1,16,章颖理(20528) 星期日7-8节 [1-16] 不排教室
PSE230401,工程图学,2,王昆(),王昆,07203,,专业基础课,中文,四平路校区,"2025(光电信息科学与工程(精英班) 09046),2025(光电信息科学与工程 12474)",0,1,16,王昆(07203) 星期一7-8节 [1-16] 南412
PSE340901,现代工程物理基础,4,黄迪(),"许静平,李文斌,黄迪","09085,09094,22521",",,",专业必修课,中文,四平路校区,"2024(光电信息科学与工程(精英班) 09046),2024(光电信息科学与工程 12474)",0,1,16,黄迪(22521) 星期一1-2节 [11-16] 南322 李文斌(09094) 星期一1-2节 [1-5] 南322 许静平(09085) 星期一1-2节 [6-10] 南322 黄迪(22521) 星期三3-4节 [11-16] 南322 李文斌(09094) 星期三3-4节 [1-5] 南322 许静平(09085) 星期三3-4节 [6-10] 南322
,微纳光学器件与应用,3,张卉(),张卉,24112,,专业选修课,中文,四平路校区,"2023(应用物理学(强基计划) 09005),2023(应用物理学 12464),2023(光电信息科学与工程 12474),2023(基础学科拔尖基地(物理学) 58004),2023(光电信息科学与工程(应用物理学双学士学位) 58006)",0,1,16,张卉(24112) 星期二3-4节 [1-15单] 北210 张卉(24112) 星期四1-2节 [1-16] 北210
PSE350201,Python光子学模拟,2,魏泽勇(),魏泽勇,13110,,专业选修课,中文,四平路校区,"2023(光电信息科学与工程 12474),2023(光电信息科学与工程(应用物理学双学士学位) 58006),2025(应用物理学(二学位) 58005),2025(光电信息科学与工程(二学位) 58007)",0,1,16,魏泽勇(13110) 星期三5-6节 [1-16] 北220
PSE350903,机器视觉与图像处理,2,穆宝忠(),"穆宝忠,王新","07126,13004",",",专业选修课,中文,四平路校区,"2024(应用物理学(强基计划) 09005),2024(光电信息科学与工程(精英班) 09046),2024(应用物理学 12464),2024(光电信息科学与工程 12474),2024(基础学科拔尖基地(物理学) 58004),2024(光电信息科学与工程(应用物理学双学士学位) 58006),2025(应用物理学(二学位) 58005),2025(光电信息科学与工程(二学位) 58007)",0,1,16,王新(13004) 星期五3-4节 [7-16] 北122 穆宝忠(07126) 星期五3-4节 [1-6] 北122
,计算光学仪器原理及技术,2,顿雄(),顿雄,19627,,专业选修课,中文,四平路校区,"2023(光电信息科学与工程 12474),2023(光电信息科学与工程(应用物理学双学士学位) 58006)",0,1,16,顿雄(19627) 星期四3-4节 [1-16] 北210
PSE451101,先进光学制造技术,2,沈正祥(),"沈正祥,余俊","08085,22188",",",专业必修课,中文,四平路校区,"2023(光电信息科学与工程 12474),2024(光电信息科学与工程(应用物理学双学士学位) 58006),2025(光电信息科学与工程(二学位) 58007)",0,1,16,沈正祥(08085) 星期一5-6节 [5-16] 北222 余俊(22188) 星期一5-6节 [1-4] 北222
,量值传递与误差理论,2,邓晓(),"丁涛,邓晓","11136,18135",",",专业选修课,中文,四平路校区,"2023(光电信息科学与工程 12474),2023(光电信息科学与工程(应用物理学双学士学位) 58006)",0,1,16,丁涛(11136) 星期二1-2节 [9-16] 北217 邓晓(18135) 星期二1-2节 [1-8] 北217
,物理学科研前沿与实践（二）（上）（课题类）,2,张建卫(),"赵晖,张建卫,郭志伟","08108,09135,21124",",,",实践环节课程,中文,四平路校区,"2024(应用物理学(强基计划) 09005),2024(应用物理学 12464),2024(光电信息科学与工程 12474),2024(基础学科拔尖基地(物理学) 58004),2024(光电信息科学与工程(应用物理学双学士学位) 58006)",0,1,16,赵晖(08108) 星期二3-4节 [9-16] 南229 郭志伟(21124) 星期二3-4节 [7-8] 南229 张建卫(09135) 星期二3-4节 [1-6] 南229
PSE230501,光学前沿专题,1,董思禹(),董思禹,23178,,专业基础课,中文,四平路校区,"2025(光电信息科学与工程(精英班) 09046),2025(光电信息科学与工程 12474)",0,1,16,董思禹(23178) 星期四1-2节 [2-16双] 南422
PSE460101,声学测量实验,2,刘海生(),"刘海生,王浩,俞悟周","04051,07135,97060",",,",实践环节课程,中文,四平路校区,"2023(应用物理学(强基计划) 09005),2023(应用物理学 12464),2023(基础学科拔尖基地(物理学) 58004),2025(应用物理学(二学位) 58005)",0,1,16,王浩(07135) 星期一5-6节 [10-16] 声学馆102 俞悟周(97060) 星期一5-6节 [2-3] 声学馆102 刘海生(04051) 星期一5-6节 [1 4-9] 声学馆102
PSE230601,概率论与数理统计,2,邱型泽(),"赵晖,邱型泽","08108,23035",",",专业基础课,中文,四平路校区,"2025(地质工程(应用物理学双学士学位) 03077),2025(应用物理学 12464),2025(光电信息科学与工程 12474)",0,1,16,赵晖(08108) 星期三7-8节 [7-14] 南308 邱型泽(23035) 星期三7-8节 [1-6 15-16] 南308
PSE000601,网络科学与复杂系统,2,张潇竹(),张潇竹,22031,,工程能力与创新思维,中文,四平路校区,,0,1,12,张潇竹(22031) 星期三7-8节 [1-12] 南205
PSE000602,网络科学与复杂系统,2,,张潇竹,22031,,工程能力与创新思维,中文,嘉定校区,,0,1,16,张潇竹(22031) 星期六1-2节 [1-12] 不排教室
PSE000301,科学探索之美,2,王占山(),王占山,01048,,科学探索与生命关怀,中文,四平路校区,,0,1,12,王占山(01048) 星期一7-8节 [1-12] 北214
PSE000302,科学探索之美,2,,王占山,01048,,科学探索与生命关怀,中文,嘉定校区,,0,1,12,王占山(01048) 星期六1-2节 [1-12] 不排教室
PSE001001,建筑物理实验,1,方恺(),"莫方朔,方恺,王风丽,于婷婷,倪晨","04039,04189,05106,18117,94773",",,,,",工程能力与创新思维,中文,四平路校区,,0,5,12,"倪晨(94773) 星期五5-6节 [6-7] 【5-9】物理馆212；【10-11】机械馆2楼实验室；【12】物理馆405、406 莫方朔(04039) 星期五5-6节 [8-9] 【5-9】物理馆212；【10-11】机械馆2楼实验室；【12】物理馆405、406 王风丽(05106) 星期五5-6节 [10-11] 【5-9】物理馆212；【10-11】机械馆2楼实验室；【12】物理馆405、406 方恺(04189) 星期五5-6节 [5] 【5-9】物理馆212；【10-11】机械馆2楼实验室；【12】物理馆405、406 方恺(04189),于婷婷(18117) 星期五5-6节 [12] 【5-9】物理馆212；【10-11】机械馆2楼实验室；【12】物理馆405、406"
PSE000201,仰观宇宙—银河系、类地行星、宇宙起源,2,张建卫(),"张建卫,樊维佳","09135,14211",",",科学探索与生命关怀,中文,四平路校区,,0,1,12,樊维佳(14211) 星期五7-8节 [7-12] 南214 张建卫(09135) 星期五7-8节 [1-6] 南214
PSE000202,仰观宇宙—银河系、类地行星、宇宙起源,2,,张建卫,09135,,科学探索与生命关怀,中文,嘉定校区,,0,1,12,张建卫(09135) 星期六1-2节 [1-12] 不排教室
PSE230701,AI Bond Sciences,2,张建卫(),"张建卫,李勇,顿雄,王策","09135,16533,19627,21153",",,,",专业基础课,中文,四平路校区,"2025(应用物理学(强基计划) 09005),2025(基础学科拔尖基地(物理学) 58004),2025(应用物理学(严济慈物理学英才班) 58014)",0,1,16,顿雄(19627) 星期四5-6节 [13-16] 北410 张建卫(09135) 星期四5-6节 [1-3 8-9] 北410 王策(21153) 星期四5-6节 [4-7] 北410 李勇(16533) 星期四5-6节 [10-12] 北410
PSE450501,集成电路计量测试技术,3,邓晓(),邓晓,18135,,专业选修课,中文,四平路校区,2025(光电信息科学与工程(二学位) 58007),0,1,16,邓晓(18135) 星期日9-11节 [1-16] 不排教室
PSE340602,数智光学（下）,3,顿雄(),顿雄,19627,,专业必修课,中文,四平路校区,"2024(光电信息科学与工程(精英班) 09046),2024(光电信息科学与工程 12474),2024(光电信息科学与工程(应用物理学双学士学位) 58006),2025(光电信息科学与工程(二学位) 58007)",0,1,16,顿雄(19627) 星期三1-2节 [1-16] 北420 顿雄(19627) 星期五1-2节 [1-15单] 北420
PSE261001,物理实验3,6,马艳(),"马艳,金佳,蒋涵文","06044,18116,25106",",,null",实践环节课程,中文,四平路校区,"2025(应用物理学(强基计划) 09005),2025(基础学科拔尖基地(物理学) 58004)",0,1,16,"马艳(06044),金佳(18116),蒋涵文(25106) 星期三1-4节 [1-16] 瑞安楼403、505、507，物理馆319、301、302 马艳(06044),金佳(18116),蒋涵文(25106) 星期日1-2节 [1-16] 瑞安楼403、505、507，物理馆319、301、302"
PSE261002,物理实验3,6,马艳(),"马艳,金佳,蒋涵文","06044,18116,25106",",,null",实践环节课程,中文,四平路校区,"2025(光电信息科学与工程(应用物理学双学士学位) 58006),2025(应用物理学(严济慈物理学英才班) 58014)",0,1,16,"马艳(06044),金佳(18116),蒋涵文(25106) 星期三5-8节 [1-16] 瑞安楼403、505、507，物理馆319、301、302 马艳(06044),金佳(18116),蒋涵文(25106) 星期日1-2节 [1-16] 瑞安楼403、505、507，物理馆319、301、302"
PSE450601,发光物理学,3,刘波(),刘波,06150,,专业选修课,中文,四平路校区,2025(应用物理学(二学位) 58005),0,1,16,刘波(06150) 星期日9-11节 [1-16] 不排教室
PSE450801,交通运载装备声学,2,李勇(),李勇,16533,,专业选修课,中文,四平路校区,2025(应用物理学(二学位) 58005),0,1,16,李勇(16533) 星期日7-8节 [1-16] 不排教室
PSE260301,科研前沿与实践(一)(上)(竞赛类),2,方恺(),"方恺,王风丽,马艳,张建卫,张宇钟,李云云,于婷婷,关佳,张增海,刘斐,蒋涵文,倪晨,赵敏","04189,05106,06044,09135,10121,13516,18117,24142,24666552,25105,25106,94773,99106",",,,,,,,工程师,null,,null,,高级工程师",实践环节课程,中文,四平路校区,"2025(测绘工程(应用物理学双学士学位) 57001),2025(基础学科拔尖基地(物理学) 58004),2025(光电信息科学与工程(应用物理学双学士学位) 58006)",0,1,16,"张宇钟(10121) 星期五1-2节 [2] 北313 方恺(04189),李云云(13516),于婷婷(18117),倪晨(94773),赵敏(99106) 星期五1-2节 [13] 北313 于婷婷(18117) 星期五1-2节 [12] 北313 方恺(04189),王风丽(05106),马艳(06044),刘斐(25105),蒋涵文(25106) 星期五1-2节 [14] 北313 马艳(06044) 星期五1-2节 [3] 北313 李云云(13516) 星期五1-2节 [6-8] 北313 赵敏(99106) 星期五1-2节 [9-11] 北313 张建卫(09135) 星期五1-2节 [4] 北313 方恺(04189),李云云(13516),关佳(24142),倪晨(94773),赵敏(99106) 星期五1-2节 [15] 北313 方恺(04189),马艳(06044) 星期五1-2节 [1] 北313 方恺(04189),王风丽(05106),马艳(06044),张增海(24666552),蒋涵文(25106) 星期五1-2节 [16] 北313 王风丽(05106),刘斐(25105) 星期五1-2节 [5] 北313"
PSE260302,科研前沿与实践(一)(上)(竞赛类),2,方恺(),"方恺,李俊,张增海","04189,13088,24666552",",,null",实践环节课程,中文,嘉定校区,2025(微电子科学与工程(应用物理学双学士学位) 10078),0,1,16,李俊(13088) 星期五3-4节 [1-9 12-16] 诚楼C402 张增海(24666552) 星期五3-4节 [11] 诚楼C402 方恺(04189) 星期五3-4节 [10] 诚楼C402
PSE260303,科研前沿与实践(一)(上)(竞赛类),2,方恺(),"方恺,王风丽,马艳,张建卫,张宇钟,李云云,于婷婷,关佳,张增海,刘斐,蒋涵文,倪晨,赵敏","04189,05106,06044,09135,10121,13516,18117,24142,24666552,25105,25106,94773,99106",",,,,,,,工程师,null,工程师,null,,",实践环节课程,中文,四平路校区,"2025(地质工程(应用物理学双学士学位) 03077),2025(应用物理学(强基计划) 09005),2025(应用物理学 12464),2025(光电信息科学与工程 12474),2025(应用物理学(严济慈物理学英才班) 58014)",0,1,16,"赵敏(99106) 星期五3-4节 [9-11] 北420 方恺(04189),王风丽(05106),马艳(06044),张增海(24666552),蒋涵文(25106) 星期五3-4节 [16] 北420 李云云(13516) 星期五3-4节 [6-8] 北420 马艳(06044) 星期五3-4节 [3] 北420 方恺(04189),李云云(13516),关佳(24142),倪晨(94773),赵敏(99106) 星期五3-4节 [15] 北420 方恺(04189),李云云(13516),于婷婷(18117),倪晨(94773),赵敏(99106) 星期五3-4节 [13] 北420 方恺(04189),王风丽(05106),马艳(06044),刘斐(25105),蒋涵文(25106) 星期五3-4节 [14] 北420 张建卫(09135) 星期五3-4节 [4] 北420 方恺(04189),马艳(06044) 星期五3-4节 [1] 北420 王风丽(05106),刘斐(25105) 星期五3-4节 [5] 北420 张宇钟(10121) 星期五3-4节 [2] 北420 于婷婷(18117) 星期五3-4节 [12] 北420"
PSE230801,模拟电子技术,3,王绪泉(),王绪泉,25057,,专业基础课,中文,四平路校区,"2025(光电信息科学与工程(精英班) 09046),2025(光电信息科学与工程 12474),2025(光电信息科学与工程(应用物理学双学士学位) 58006)",0,1,16,王绪泉(25057) 星期一5-6节 [1-16] 南122 王绪泉(25057) 星期四1-2节 [1-15单] 南122
PSE160501,力学与热学实验,4,倪晨(),"于婷婷,关佳,刘斐,倪晨","18117,24142,25105,94773",",,,",实践环节课程,中文,四平路校区,2025(测绘工程(应用物理学双学士学位) 57001),0,6,16,"于婷婷(18117),关佳(24142),刘斐(25105),倪晨(94773) 星期三5-8节 [6-16] 物理馆401、402、405、406、412实验室 于婷婷(18117),关佳(24142),刘斐(25105),倪晨(94773) 星期六5-6节 [6-16] 物理馆401、402、405、406、412实验室"
PSE261301,光学实验,4,马艳(),"马艳,金佳,蒋涵文","06044,18116,25106",",,null",实践环节课程,中文,四平路校区,"2024(光电信息科学与工程(精英班) 09046),2024(测绘工程(应用物理学双学士学位) 57001),2025(应用物理学 12464),2025(光电信息科学与工程 12474),2025(应用物理学(二学位) 58005)",0,1,16,"马艳(06044),金佳(18116),蒋涵文(25106) 星期四5-8节 [1-16] 瑞安楼403、505、507，物理馆319、301、302"
PSE360401,近代物理实验,6,张志华(),"赫丽,张志华,王晓栋,于婷婷,沈军","00770,06061,14035,18117,95037",",,,,",实践环节课程,中文,四平路校区,"2024(应用物理学(强基计划) 09005),2024(应用物理学 12464)",0,1,16,"张志华(06061),沈军(95037) 星期三1-4节 [1-2] 瑞安楼503-513 赫丽(00770),张志华(06061),王晓栋(14035),于婷婷(18117) 星期三1-4节 [3-16] 瑞安楼503-513 张志华(06061),沈军(95037) 星期日1-2节 [1-2] 瑞安楼503-513 赫丽(00770),张志华(06061),王晓栋(14035),于婷婷(18117) 星期日1-2节 [3-16] 瑞安楼503-513"
PSE360402,近代物理实验,6,张志华(),"方恺,张志华,关佳,花蕾,沈军","04189,06061,24142,24144,95037",",,,,",实践环节课程,中文,四平路校区,"2024(应用物理学 12464),2024(基础学科拔尖基地(物理学) 58004)",0,1,16,"张志华(06061),沈军(95037) 星期四1-4节 [1-2] 瑞安楼503-513 方恺(04189),张志华(06061),关佳(24142),花蕾(24144) 星期四1-4节 [3-16] 瑞安楼503-513 张志华(06061),沈军(95037) 星期日3-4节 [1-2] 瑞安楼503-513 方恺(04189),张志华(06061),关佳(24142),花蕾(24144) 星期日3-4节 [3-16] 瑞安楼503-513"
PSE351402,精密光学机械设计,2,沈正祥(),"沈正祥,余俊","08085,22188",",",专业选修课,中文,四平路校区,"2024(光电信息科学与工程(精英班) 09046),2024(光电信息科学与工程 12474),2024(光电信息科学与工程(应用物理学双学士学位) 58006),2025(光电信息科学与工程(二学位) 58007)",0,1,16,沈正祥(08085) 星期四1-2节 [5-16] 北222 余俊(22188) 星期四1-2节 [1-4] 北222
PSE460201,毕业设计（论文）（一）（相关研究背景深度调研）,1,张建卫(),张建卫,09135,,实践环节课程,中文,四平路校区,"2023(应用物理学(强基计划) 09005),2023(应用物理学 12464),2023(光电信息科学与工程 12474),2023(基础学科拔尖基地(物理学) 58004),2023(光电信息科学与工程(应用物理学双学士学位) 58006)",0,1,16,张建卫(09135) 星期一9-10节 [2-16双] 学院安排
PSE440101,物理性污染控制,2,顾仲明(),顾仲明,22112,,专业必修课,中文,四平路校区,"2023(环境工程 05014),2023(环境工程(数学与应用数学双学士学位) 05035)",0,1,16,顾仲明(22112) 星期一5-6节 [1-16] 南116
,光电应用实验,2,王风丽(),王风丽,05106,,实践环节课程,中文,四平路校区,2024(光电信息科学与工程 12474),0,1,16,王风丽(05106) 星期一5-8节 [1-15单] 机械南馆附楼210
,光电应用实验,2,王风丽(),王风丽,05106,,实践环节课程,中文,四平路校区,2024(光电信息科学与工程 12474),0,2,16,王风丽(05106) 星期一5-8节 [2-16双] 机械南馆附楼210
PSE360801,光电信息专业综合实验（上）,4,王风丽(),"王风丽,余俊","05106,22188",",",实践环节课程,中文,四平路校区,2024(光电信息科学与工程(应用物理学双学士学位) 58006),0,1,16,"王风丽(05106),余俊(22188) 星期三5-8节 [1-16] 机械南馆附楼210，217-219"
PSE360802,光电信息专业综合实验（上）,4,王风丽(),"王风丽,余俊","05106,22188",",",实践环节课程,中文,四平路校区,2024(光电信息科学与工程 12474),0,1,16,"王风丽(05106),余俊(22188) 星期四5-8节 [1-16] 机械南馆附楼210，217-219"
PSE460401,光电信息专业综合实验（下）,4,王风丽(),"王风丽,余俊","05106,22188",",",实践环节课程,中文,四平路校区,2025(光电信息科学与工程(二学位) 58007),0,1,16,"王风丽(05106),余俊(22188) 星期日5-8节 [1-16] 机械南馆附楼210，217-219"
PSE450701,量子力学前沿荣誉课,2,张建卫(),"张建卫,郭志伟","09135,21124",",",专业选修课,中文,四平路校区,"2023(应用物理学(强基计划) 09005),2023(应用物理学 12464),2023(基础学科拔尖基地(物理学) 58004)",0,1,16,郭志伟(21124) 星期三7-8节 [1-8] 北219 张建卫(09135) 星期三7-8节 [9-16] 北219
PSE330101,人工智能与物理学,2,,严钢,17017,,专业选修课,中文,嘉定校区,2024(微电子科学与工程(应用物理学双学士学位) 10078),0,1,16,严钢(17017) 星期三1-2节 [1-16] 不排教室
PSE330102,人工智能与物理学,2,严钢(),严钢,17017,,专业基础课,中文,四平路校区,"2024(应用物理学(强基计划) 09005),2024(海洋科学(强基计划) 09047),2024(应用物理学 12464),2024(光电信息科学与工程 12474),2024(基础学科拔尖班(海洋) 31005),2024(海洋科学 31006),2024(地球物理学 31024),2024(测绘工程(应用物理学双学士学位) 57001),2024(基础学科拔尖基地(物理学) 58004),2024(光电信息科学与工程(应用物理学双学士学位) 58006),2025(应用物理学(二学位) 58005)",0,1,16,严钢(17017) 星期五7-8节 [1-16] 一教102
,统计理论,5,张建卫(),张建卫,09135,,专业选修课,中文,四平路校区,"2023(应用物理学 12464),2023(基础学科拔尖基地(物理学) 58004)",0,1,16,张建卫(09135) 星期日7-11节 [1-16] 不排教室
航空航天与力学学院,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
CEA290601,工程力学,4,,程军,00053,,领域基础课,中文,四平路校区,2025(卓越计划班（智能网联车辆） 09105),0,1,16,程军(00053) 星期一5-6节 [1-16] 北111 程军(00053) 星期三3-4节 [1-16] 北111
CEA290602,工程力学,4,,赵金峰,16005,,领域基础课,中文,四平路校区,2025(卓越计划班（智能网联车辆） 09105),0,1,16,赵金峰(16005) 星期一5-6节 [1-16] 北109 赵金峰(16005) 星期三3-4节 [1-16] 北109
CEA340102,振动力学,3,,"张舒,徐鉴","15019,98112",",",专业必修课,中文,嘉定校区,"2024(工程力学(强基计划) 09001),2024(工程力学(精英班) 09022),2024(工程力学 45014),2024(基础学科拔尖基地(力学) 45092)",0,1,16,张舒(15019) 星期三9-11节 [2-16] 广楼G308 徐鉴(98112) 星期三9-11节 [1] 广楼G308
CEA340101,振动力学,3,,郭铁丁,25001,,专业必修课,中文,嘉定校区,"2024(商用大飞机校企联合人才培养创新模式实验班 45003),2024(飞行器制造工程 45024)",0,1,16,郭铁丁(25001) 星期三9-11节 [1-16] 广楼G306
CEA350202,塑性力学,2,,万永平,04231,,专业选修课,中文,嘉定校区,"2024(工程力学(强基计划) 09001),2024(工程力学(精英班) 09022),2024(商用大飞机校企联合人才培养创新模式实验班 45003),2024(工程力学 45014),2024(飞行器制造工程 45024),2024(基础学科拔尖基地(力学) 45092)",0,1,16,万永平(04231) 星期二1-2节 [1-16] 安楼A405
CEA260101,材料力学实验,1,,徐冰倩,22139,,专业必修课,中文,四平路校区,"2025(工程管理 01014),2025(飞行器制造工程(精英班) 09021),2025(工程力学(精英班) 09022)",0,4,16,徐冰倩(22139) 星期三5-8节 [4 8 12 16] 四平力学实验中心
CEA260103,材料力学实验,1,,茹东恒,23058,,实践环节课程,中文,嘉定校区,2025(商用大飞机校企联合人才培养创新模式实验班 45003),0,3,15,茹东恒(23058) 星期四5-8节 [3 7 11 15] 嘉定力学实验中心
CEA260102,材料力学实验,1,,赵丹,24141,,实践环节课程,中文,嘉定校区,"2025(工程力学 45014),2025(飞行器制造工程 45024)",0,4,16,赵丹(24141) 星期四5-8节 [4 8 12 16] 嘉定力学实验中心
CEA260104,材料力学实验,1,,赵红晓,14110,,实践环节课程,中文,嘉定校区,2025(基础学科拔尖基地(力学) 45092),0,4,16,赵红晓(14110) 星期一5-8节 [4 8 12 16] 嘉定力学实验中心
