2026-2027学年第1学期工作安排表,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
新课程序号,课程名称,周学时,负责人,授课教师,教师工号,教师职称,课程性质,授课语言,校区,听课专业,选课人数,起始周,结束周,排课信息
职业技术教育学院,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
CEA231502,航空概论,2,,沈海军,10005,,个性化课程,中文,四平路校区,"2024(生物技术(强基计划) 09003),2025(工程力学(强基计划) 09001),2025(飞行器制造工程(精英班) 09021)",0,1,16,沈海军(10005) 星期一9-10节 [1-16] 南205
CEA231504,航空概论,2,,章中森,24064,,专业基础课,中文,嘉定校区,"2025(工程力学 45014),2025(飞行器制造工程 45024)",0,1,16,章中森(24064) 星期三7-8节 [1-16] 安楼A106
CEA000101,航空概论,2,,沈海军,10005,,科学探索与生命关怀,中文,四平路校区,,0,1,12,沈海军(10005) 星期一7-8节 [1-12] 北119
CEA350402,复合材料力学,3,,杨斌,20027,,专业选修课,中文,嘉定校区,"2024(工程力学(强基计划) 09001),2024(工程力学(精英班) 09022),2024(商用大飞机校企联合人才培养创新模式实验班 45003),2024(工程力学 45014),2024(飞行器制造工程 45024),2024(基础学科拔尖基地(力学) 45092)",0,1,16,杨斌(20027) 星期四9-11节 [1-16] 广楼G107
CEA350403,复合材料力学,3,,杨伟东,20501,null,个性化课程,中文,四平路校区,2024(生物技术(强基计划) 09003),0,1,16,杨伟东(20501) 星期一9-11节 [1-16] 南409
CEA450102,复合材料结构损伤与修复,2,,袁国青,90020,,个性化课程,中文,嘉定校区,"2023(工程力学 45014),2023(飞行器制造工程 45024)",0,1,16,袁国青(90020) 星期一3-4节 [1-16] 博楼B202
CEA340302,复合材料工艺,3,,李文晓,93017,,专业必修课,中文,嘉定校区,"2024(工程力学(强基计划) 09001),2024(商用大飞机校企联合人才培养创新模式实验班 45003),2024(飞行器制造工程 45024),2024(基础学科拔尖基地(力学) 45092)",0,1,16,李文晓(93017) 星期一7-8节 [1-16] 广楼G307 李文晓(93017) 星期三7-8节 [2-16双] 广楼G307
CEA450301,工业装备虚拟仿真技术,2,,杨帆,14039,,专业选修课,中文,嘉定校区,"2023(商用大飞机校企联合人才培养创新模式实验班 45003),2023(工程力学 45014),2023(飞行器制造工程 45024)",0,1,16,杨帆(14039) 星期三3-4节 [1-16] 嘉定机房F214B
CEA450401,CFD分析软件应用,1,,毛歅博,22206,,专业选修课,中文,嘉定校区,"2023(商用大飞机校企联合人才培养创新模式实验班 45003),2023(工程力学 45014),2023(飞行器制造工程 45024)",0,9,16,毛歅博(22206) 星期三5-6节 [9-16] 诚楼C409
CEA440102,复合材料结构设计课程设计,2,,袁国青,90020,,个性化课程,中文,嘉定校区,"2023(商用大飞机校企联合人才培养创新模式实验班 45003),2023(工程力学 45014),2023(飞行器制造工程 45024)",0,1,16,袁国青(90020) 星期一7-8节 [1-16] 广楼G107
CEA450601,现代工程CAE分析,1,,潘永东,91150,,专业选修课,中文,嘉定校区,"2023(商用大飞机校企联合人才培养创新模式实验班 45003),2023(工程力学 45014)",0,1,16,潘永东(91150) 星期四7-7节 [1-16] 诚楼C408A
CEA450701,现代工程CAE分析大作业,1,,潘永东,91150,,专业选修课,中文,嘉定校区,"2023(商用大飞机校企联合人才培养创新模式实验班 45003),2023(工程力学 45014)",0,1,16,潘永东(91150) 星期四8-8节 [1-16] 诚楼C408A
CEA450801,工程结构非线性有限元分析,2,,戴瑛,95008,,专业选修课,中文,嘉定校区,"2023(工程力学(强基计划) 09001),2023(商用大飞机校企联合人才培养创新模式实验班 45003),2023(工程力学 45014),2023(飞行器制造工程 45024),2023(基础学科拔尖基地(力学) 45092)",0,1,16,戴瑛(95008) 星期四3-4节 [1-16] 嘉定机房F214B
CEA001502,超声波检测技术,2,,李立兵,92664,,工程能力与创新思维,中文,嘉定校区,,0,1,12,李立兵(92664) 星期五9-10节 [1-12] 诚楼C412
CEA351401,空气动力学,2,,程泽鹏,25068,助理教授（长聘体系）,专业选修课,中文,嘉定校区,2024(飞行器制造工程 45024),0,1,16,程泽鹏(25068) 星期二1-2节 [1-16] 安楼A314
CEA000502,复合材料机翼、桥梁设计与制备,2,,仲俊杰,21131,,工程能力与创新思维,中文,嘉定校区,,0,1,12,仲俊杰(21131) 星期四9-10节 [1-12] 嘉定校区-华楼415
CEA230801,工程力学A,4,,章文婧,21141,,专业基础课,中文,嘉定校区,2025(建筑电气与智能化 51034),0,1,16,章文婧(21141) 星期一3-4节 [1-16] 诚楼C404 章文婧(21141) 星期二3-4节 [1-16] 诚楼C404
CEA230101,理论力学C,3,,汪婷,23143,,专业基础课,中文,四平路校区,"2025(新能源材料与器件(精英班) 09008),2025(材料科学与工程(精英班) 09009),2025(智能制造工程(精英班) 09028),2025(能源与动力工程(精英班) 09029),2025(建筑环境与能源应用工程(精英班) 09030),2025(车辆工程(汽车精英班) 09048)",0,1,16,汪婷(23143) 星期三9-11节 [1-16] 南407
CEA230102,理论力学C,3,,温建明,99028,,专业基础课,中文,嘉定校区,"2025(车辆工程(汽车) 19027),2025(中德智慧新能源车辆(创新实验区) 19033),2025(机械电子工程 51014),2025(车辆工程 51035)",0,1,16,温建明(99028) 星期三9-11节 [1-16] 安楼A404
CEA230103,理论力学C,3,,张勇,22207,,专业基础课,中文,嘉定校区,"2025(车辆工程(汽车) 19027),2025(中德智慧新能源车辆(创新实验区) 19033),2025(机械电子工程 51014),2025(车辆工程 51035)",0,1,16,张勇(22207) 星期三9-11节 [1-16] 安楼A406
CEA230104,理论力学C,3,,赵胤伯,22229,,专业基础课,中文,嘉定校区,"2025(车辆工程(汽车) 19027),2025(中德智慧新能源车辆(创新实验区) 19033),2025(机械电子工程 51014),2025(车辆工程 51035)",0,1,16,赵胤伯(22229) 星期三9-11节 [1-16] 安楼A410
CEA130201,理论力学B,4,,蒋丰,92023,,专业基础课,中文,四平路校区,"2025(飞行器制造工程(精英班) 09021),2025(工程力学(精英班) 09022),2025(机械设计制造及其自动化(精英班) 09026)",0,1,16,蒋丰(92023) 星期二3-4节 [1-16] 南421 蒋丰(92023) 星期五3-4节 [1-16] 南421
CEA230301,材料力学B,3,,张锴,18018,,专业基础课,中文,四平路校区,"2025(地质工程 03034),2025(地质工程(应用物理学双学士学位) 03077),2025(机械设计制造及其自动化(精英班) 09026),2025(智能制造工程(精英班) 09028),2025(建筑环境与能源应用工程(精英班) 09030),2025(车辆工程(汽车精英班) 09048)",0,1,16,张锴(18018) 星期一9-11节 [1-16] 南208
CEA230302,材料力学B,3,,赵莹,19531,,专业基础课,中文,嘉定校区,"2025(中德机械工程与机器人(创新实验区) 04004),2025(智能制造工程 04009),2025(机械设计制造及其自动化 04034),2025(机械设计制造及其自动化(二学位) 04068)",0,1,16,赵莹(19531) 星期三9-11节 [1-16] 广楼G107
CEA230303,材料力学B,3,,陈思宇,21173,,专业基础课,中文,嘉定校区,"2025(中德机械工程与机器人(创新实验区) 04004),2025(智能制造工程 04009),2025(机械设计制造及其自动化 04034),2025(机械设计制造及其自动化(二学位) 04068)",0,1,16,陈思宇(21173) 星期三9-11节 [1-16] 安楼A308
CEA230401,材料力学A,4,,汤可可,14174,,专业基础课,中文,四平路校区,"2025(飞行器制造工程(精英班) 09021),2025(工程力学(精英班) 09022)",0,1,16,汤可可(14174) 星期一5-6节 [1-16] 南421 汤可可(14174) 星期四7-8节 [1-16] 南421
CEA230402,材料力学A,4,,刘玲,06141,,专业基础课,中文,嘉定校区,"2025(商用大飞机校企联合人才培养创新模式实验班 45003),2025(工程力学 45014),2025(飞行器制造工程 45024),2025(基础学科拔尖基地(力学) 45092)",0,1,16,刘玲(06141) 星期三3-4节 [1-16] 安楼A308 刘玲(06141) 星期五3-4节 [1-16] 安楼A308
CEA231101,流体力学A2,4,,程军,00053,,专业基础课,中文,四平路校区,"2025(建筑环境与能源应用工程 02011),2025(能源与动力工程(精英班) 09029)",0,1,16,程军(00053) 星期一3-4节 [1-16] 北314 程军(00053) 星期三1-2节 [1-16] 北314
CEA231103,流体力学A2,4,,程泽鹏,25068,助理教授（长聘体系）,专业必修课,中文,嘉定校区,"2025(中德机械工程与机器人(创新实验区) 04004),2025(能源与动力工程 04024),2025(能源与动力工程(应用化学双学士学位) 04065)",0,1,16,程泽鹏(25068) 星期二3-4节 [1-16] 博楼B112 程泽鹏(25068) 星期四1-2节 [1-16] 博楼B112
CEA470101,流体力学（水力学）C,2,,冷学远,23104,,个性化课程,中文,嘉定校区,"2023(交通工程 15014),2023(交通工程(数学与应用数学双学士学位) 15025),2025(交通工程(二学位) 15027)",0,1,16,冷学远(23104) 星期二3-4节 [1-16] 济事楼301
CEA260201,流体力学实验,1,,俞永辉,87114,,专业必修课,中文,嘉定校区,2025(中德机械工程与机器人(创新实验区) 04004),0,4,16,俞永辉(87114) 星期一5-8节 [4 8 12 16] 四平力学实验中心
CEA260202,流体力学实验,1,,俞永辉,87114,,实践环节课程,中文,四平路校区,"2025(建筑环境与能源应用工程 02011),2025(能源与动力工程(精英班) 09029)",0,4,16,俞永辉(87114) 星期三5-8节 [4 8 12 16] 四平力学实验中心
CEA260203,流体力学实验,1,,张肖煜,25091,null,实践环节课程,中文,嘉定校区,"2025(能源与动力工程 04024),2025(能源与动力工程(应用化学双学士学位) 04065)",0,4,16,张肖煜(25091) 星期四5-8节 [4 8 12 16] 四平力学实验中心
CEA260204,流体力学实验,1,,张肖煜,25091,null,实践环节课程,中文,嘉定校区,"2025(能源与动力工程 04024),2025(能源与动力工程(应用化学双学士学位) 04065)",0,3,15,张肖煜(25091) 星期四5-8节 [3 7 11 15] 四平力学实验中心
CEA450901,航空维修技术,2,,李立兵,92664,,专业选修课,中文,嘉定校区,"2023(商用大飞机校企联合人才培养创新模式实验班 45003),2023(工程力学 45014),2023(飞行器制造工程 45024)",0,1,16,李立兵(92664) 星期四9-10节 [1-16] 诚楼C412
CEA231901,工程力学II,3,,蒋丰,92023,,专业基础课,中文,四平路校区,"2025(土木工程 03014),2025(土木工程(数学与应用数学双学士学位) 03065),2025(土木工程(法学双学士学位) 03067)",0,1,16,蒋丰(92023) 星期四9-11节 [1-16] 南108
CEA231701,张量分析基础,2,,崔元庆,11065,,专业基础课,中文,四平路校区,"2025(工程力学(强基计划) 09001),2025(工程力学(精英班) 09022)",0,1,16,崔元庆(11065) 星期一7-8节 [1-16] 南408
CEA231704,张量分析基础,2,,崔元庆,11065,,专业基础课,中文,嘉定校区,"2025(商用大飞机校企联合人才培养创新模式实验班 45003),2025(工程力学 45014),2025(飞行器制造工程 45024),2025(基础学科拔尖基地(力学) 45092)",0,1,16,崔元庆(11065) 星期四3-4节 [1-16] 博楼B406
CEA451001,工程疲劳基础,1,,吴昊,11047,,专业选修课,中文,嘉定校区,"2023(工程力学(强基计划) 09001),2023(商用大飞机校企联合人才培养创新模式实验班 45003),2023(工程力学 45014),2023(基础学科拔尖基地(力学) 45092)",0,9,16,吴昊(11047) 星期四5-6节 [9-16] 广楼G107
CEA000402,太极拳中的力学与智慧,2,,潘永东,91150,,科学探索与生命关怀,中文,嘉定校区,,0,1,12,潘永东(91150) 星期四9-10节 [1-12] 诚楼C408A
CEA340402,实验力学,3,,"张伦伟,官威,仓钰","10115,13056,20037",",,",专业必修课,中文,嘉定校区,"2024(工程力学(强基计划) 09001),2024(工程力学(精英班) 09022),2024(商用大飞机校企联合人才培养创新模式实验班 45003),2024(工程力学 45014),2024(飞行器制造工程 45024),2024(基础学科拔尖基地(力学) 45092)",0,1,16,"张伦伟(10115),官威(13056),仓钰(20037) 星期一9-11节 [1-16] 广楼G304"
CEA351701,优化设计,2,,杨帆,14039,,专业选修课,中文,嘉定校区,"2024(工程力学(强基计划) 09001),2024(商用大飞机校企联合人才培养创新模式实验班 45003),2024(工程力学 45014),2024(飞行器制造工程 45024),2024(基础学科拔尖基地(力学) 45092)",0,1,16,杨帆(14039) 星期三5-6节 [1-16] 安楼A408
CEA451102,非线性振动,2,,古华光,11135,,个性化课程,中文,嘉定校区,"2023(工程力学(强基计划) 09001),2023(商用大飞机校企联合人才培养创新模式实验班 45003),2023(工程力学 45014),2023(飞行器制造工程 45024),2023(基础学科拔尖基地(力学) 45092)",0,1,16,古华光(11135) 星期一7-8节 [1-16] 诚楼C410B
CEA451202,多体系统动力学仿真,1,,张锴,18018,,个性化课程,中文,嘉定校区,"2023(商用大飞机校企联合人才培养创新模式实验班 45003),2023(工程力学 45014),2023(飞行器制造工程 45024)",0,1,16,张锴(18018) 星期五5-6节 [1-8] 嘉定机房F214B
CEA351901,塑性成形原理,2,,嵇国金,03056,,专业选修课,中文,嘉定校区,2024(飞行器制造工程 45024),0,1,16,嵇国金(03056) 星期三3-4节 [1-16] 安楼A309
CEA352201,工装模具设计,2,,"刘瑞同,仲俊杰","05053,21131",",",专业选修课,中文,嘉定校区,2024(飞行器制造工程 45024),0,1,16,仲俊杰(21131) 星期四3-4节 [9-16] 诚楼C409 刘瑞同(05053) 星期四3-4节 [1-8] 诚楼C409
CEA451301,计算机辅助几何造型技术,2,,朱延娟,05217,,专业选修课,中文,嘉定校区,2023(飞行器制造工程 45024),0,1,16,朱延娟(05217) 星期四5-6节 [1-16] 广楼G206
CEA352302,飞行器结构力学,2,,张淑杰,04234,,个性化课程,中文,嘉定校区,"2024(工程力学(强基计划) 09001),2024(商用大飞机校企联合人才培养创新模式实验班 45003),2024(工程力学 45014),2024(飞行器制造工程 45024)",0,1,16,张淑杰(04234) 星期三1-2节 [1-16] 博楼B104
CEA451401,机械振动与测试,2,,宋自根,21115,,专业选修课,中文,嘉定校区,"2023(商用大飞机校企联合人才培养创新模式实验班 45003),2023(工程力学 45014),2023(飞行器制造工程 45024)",0,1,16,宋自根(21115) 星期日9-10节 [1-16] 不排教室
CEA451501,功能和智能材料,2,,杨伟东,20501,null,专业选修课,中文,嘉定校区,"2023(商用大飞机校企联合人才培养创新模式实验班 45003),2023(工程力学 45014),2023(飞行器制造工程 45024)",0,1,16,杨伟东(20501) 星期三7-8节 [1-16] 安楼A409
CEA353202,MATLAB应用,2,,李倩,21501,null,个性化课程,中文,嘉定校区,"2024(商用大飞机校企联合人才培养创新模式实验班 45003),2024(工程力学 45014),2024(飞行器制造工程 45024),2024(基础学科拔尖基地(力学) 45092),2025(基础学科拔尖基地(力学) 45092)",0,1,16,李倩(21501) 星期五5-6节 [1-16] 嘉定机房F214A
CEA440201,飞机制造综合性课程设计,2,,朱延娟,05217,,专业选修课,中文,嘉定校区,2023(飞行器制造工程 45024),0,1,16,朱延娟(05217) 星期五3-4节 [1-16] 广楼G206
CEA440302,飞行器结构与强度设计综合实践,2,,刘瑞同,05053,,个性化课程,中文,嘉定校区,"2023(商用大飞机校企联合人才培养创新模式实验班 45003),2023(工程力学 45014),2023(飞行器制造工程 45024)",0,1,16,刘瑞同(05053) 星期二1-2节 [1-16] 安楼A107
CEA230201,理论力学II,2,,陈永霖,24166,,专业基础课,中文,四平路校区,2025(建筑环境与能源应用工程 02011),0,1,16,陈永霖(24166) 星期二3-4节 [1-16] 南405
CEA230202,理论力学II,2,,宋自根,21115,,专业基础课,中文,嘉定校区,"2025(能源与动力工程 04024),2025(机械设计制造及其自动化 04034),2025(能源与动力工程(应用化学双学士学位) 04065),2025(机械设计制造及其自动化(二学位) 04068)",0,1,16,宋自根(21115) 星期三3-4节 [1-16] 安楼A321
CEA230203,理论力学II,2,,王华宁,03169,,专业基础课,中文,嘉定校区,"2025(工程力学 45014),2025(飞行器制造工程 45024)",0,1,16,王华宁(03169) 星期二3-4节 [1-16] 诚楼C403
CEA230204,理论力学II,2,,陈无凡,22215,,专业基础课,中文,嘉定校区,"2025(能源与动力工程 04024),2025(机械设计制造及其自动化 04034),2025(能源与动力工程(应用化学双学士学位) 04065),2025(机械设计制造及其自动化(二学位) 04068)",0,1,16,陈无凡(22215) 星期三3-4节 [1-16] 安楼A323
CEA353401,工程力学专业英语阅读,2,,吴艾辉,07212,,专业选修课,中文,嘉定校区,"2024(工程力学(强基计划) 09001),2024(商用大飞机校企联合人才培养创新模式实验班 45003),2024(工程力学 45014),2024(基础学科拔尖基地(力学) 45092)",0,1,16,吴艾辉(07212) 星期一5-6节 [1-16] 博楼B213
CEA460201,毕业设计1,4,,张伦伟,10115,,实践环节课程,中文,嘉定校区,2023(工程力学 45014),0,1,16,张伦伟(10115) 星期六1-4节 [1-16] 广楼G206
CEA340802,流体力学B1,3,,陈硕,07191,,专业必修课,中文,嘉定校区,"2024(工程力学(强基计划) 09001),2024(工程力学(精英班) 09022),2024(商用大飞机校企联合人才培养创新模式实验班 45003),2024(工程力学 45014),2024(飞行器制造工程 45024),2024(基础学科拔尖基地(力学) 45092)",0,1,16,陈硕(07191) 星期三7-8节 [1-15单] 广楼G209 陈硕(07191) 星期五9-10节 [1-16] 广楼G209
